dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
AG,50.0,15.686274509803921,22.882759955089277,Aus der Abwicklungsstelle des Gardekorps in Spandau erhielt er Akten zu seiner Verteidigung zugespielt.,Aus den Abwicklungsstellen der Gartenkorps in Spandau bekam Aktus zu seiner Verteidigung zugespielt.,6,1,0,"REF:  aus der abwicklungsstelle  des gardekorps  in spandau erhielt er    akten zu seiner verteidigung zugespielt
HYP:  aus den abwicklungsstellen der gartenkorps in spandau bekam   aktus ***** zu seiner verteidigung zugespielt
TYPE: C   S   S                  S   S           C  C       S       S     D     C  C      C            C"
SG,50.0,20.18348623853211,29.256127307315065,"Ältere Zweige verkahlen, werden gelblich-grau und bilden Lentizellen aus, die eine gelblich-braune Farbe besitzen.","Eltern zwiegen verkohlend, sie werden gelb-grau und bilden Lenticellen aus, die eine gelblich-braune Farbe haben.",6,0,1,"REF:  *****  ältere  zweige     verkahlen werden gelblichgrau und bilden lentizellen aus die eine gelblichbraune farbe besitzen
HYP:  eltern zwiegen verkohlend sie       werden gelbgrau     und bilden lenticellen aus die eine gelblichbraune farbe haben
TYPE: I      S       S          S         C      S            C   C      S           C   C   C    C              C     S"
ZH,50.0,24.050632911392405,34.48444257953326,Nach seiner Entlassung zog sich Wells zunächst auf eine seiner Plantagen zurück.,Nach seiner Entlassung zog sich Wels erstmals bei seiner eigenen Plantage zurück.,6,0,0,"REF:  nach seiner entlassung zog sich wells zunächst auf eine   seiner  plantagen zurück
HYP:  nach seiner entlassung zog sich wels  erstmals bei seiner eigenen plantage  zurück
TYPE: C    C      C          C   C    S     S        S   S      S       S         C"
BE,50.0,38.55421686746988,14.247788801610149,"Chick lädt seinen Freund ein, mit ihm und anderen Kameraden eine Show zu inszenieren.","Chick ladet seinen Kollegen ein, um mit ihm und den anderen Kollegen eine Show darzustellen.",4,1,2,"REF:  chick lädt  seinen freund   ein ***** mit ihm und ***** anderen kameraden eine show zu           inszenieren
HYP:  chick ladet seinen kollegen ein um    mit ihm und den   anderen kollegen  eine show darzustellen *****
TYPE: C     S     C      S        C   I     C   C   C   I     C       S         C    C    S            D"
SO,50.0,59.375,42.341975792369325,"Wir begrüßen Ihre Absicht, Herr Ratspräsident, für Gent und Laeken.","Herr Ratspräsident, wir begrüßen Ihre Absicht für Gent und Leyken.",1,2,2,"REF:  ***** *****         wir begrüßen ihre absicht herr  ratspräsident für gent und laeken
HYP:  herr  ratspräsident wir begrüßen ihre absicht ***** *****         für gent und leyken
TYPE: I     I             C   C        C    C       D     D             C   C    C   S"
AG,50.0,19.736842105263158,33.66077357806371,Zum ersten Mal sind bestimmter und unbestimmter Artikel in einem Text belegt.,Zunächst wurden bestimmte und unbestimmte Artikel in einem Text belegt.,4,2,0,"REF:  zum      ersten mal       sind  bestimmter und unbestimmter artikel in einem text belegt
HYP:  zunächst wurden bestimmte ***** *****      und unbestimmte  artikel in einem text belegt
TYPE: S        S      S         D     D          C   S            C       C  C     C    C"
SG,50.0,26.47058823529412,23.356898886410015,Außerdem werden Benefiz-Veranstaltungen durchgeführt oder unterstützt.,Zusätzlich werden die Benefizveranstaltungen durchgeführt oder auch unterstützt.,1,0,2,"REF:  außerdem   werden ***** benefizveranstaltungen durchgeführt oder ***** unterstützt
HYP:  zusätzlich werden die   benefizveranstaltungen durchgeführt oder auch  unterstützt
TYPE: S          C      I     C                      C            C    I     C"
BE,50.0,37.68115942028986,18.52797255583095,"Earl of Arundel, der zu den vierzig Märtyrern Englands und Wales zählt.",Earl of Rundell zählte zu den vierzig wenigen Martyren Englands und Wees.,4,1,1,"REF:  earl of arundel der    zu den vierzig *****   märtyrern englands und wales zählt
HYP:  earl of rundell zählte zu den vierzig wenigen martyren  englands und wees  *****
TYPE: C    C  S       S      C  C   C       I       S         C        C   S     D"
ZG,46.15384615384615,17.142857142857142,31.455601883230702,Die kommunistische Geheimpolizei durchsuchte sein Elternhaus und seine Eltern wurden zu Verhören abgeholt.,Der kommunistische Geheimdienst ersucht sein Elternhaus und seine Eltern werden zum Verhör abgeholt.,6,0,0,"REF:  die kommunistische geheimpolizei durchsuchte sein elternhaus und seine eltern wurden zu  verhören abgeholt
HYP:  der kommunistische geheimdienst  ersucht     sein elternhaus und seine eltern werden zum verhör   abgeholt
TYPE: S   C              S             S           C    C          C   C     C      S      S   S        C"
BE,46.15384615384615,49.39759036144578,53.11878904526514,Ein Problem stellte im Fall einer Belagerung nur die Versorgung mit Trinkwasser dar.,Im Fall einer Belagerung darstellte nur die Versorgung mit Trinkwasser ein Problem.,1,3,2,"REF:  ein   problem stellte im fall einer belagerung *****      nur die versorgung mit trinkwasser ***** dar
HYP:  ***** *****   *****   im fall einer belagerung darstellte nur die versorgung mit trinkwasser ein   problem
TYPE: D     D       D       C  C    C     C          I          C   C   C          C   C           I     S"
SG,46.15384615384615,33.82352941176471,28.539926761459835,"Alle haben dazu etwas zu sagen, und das ist bereits sehr, sehr wichtig.","Alle haben etwas dazu zu sagen, was bereits sehr, sehr wichtig ist.",1,3,2,"REF:  alle haben ***** dazu etwas zu sagen und das   ist   bereits sehr sehr wichtig *****
HYP:  alle haben etwas dazu ***** zu sagen was ***** ***** bereits sehr sehr wichtig ist
TYPE: C    C     I     C    D     C  C     S   D     D     C       C    C    C       I"
AG,46.15384615384615,7.5,28.917849332325716,Die modernen Naturwissenschaften setzten historisch mehr oder weniger explizit einen wissenschaftlichen Realismus voraus.,Die moderne Naturwissenschaft setzt den historisch mehr oder weniger expliziten wissenschaftlichen Realismus voraus.,4,1,1,"REF:  die *****   modernen          naturwissenschaften setzten historisch mehr oder weniger explizit   einen wissenschaftlichen realismus voraus
HYP:  die moderne naturwissenschaft setzt               den     historisch mehr oder weniger expliziten ***** wissenschaftlichen realismus voraus
TYPE: C   I       S                 S                   S       C          C    C    C       S          D     C                  C         C"
LU,46.15384615384615,18.58407079646018,14.694106251955755,"Die Buren dagegen bemühten sich, die nichteuropäische Bevölkerung aus den direkten Kriegshandlungen herauszuhalten.","Die Bauern dagegen haben sich bemüht, die nicht-europäische Bevölkerung außer direkten Krieghandlungen herauszuhalten.",4,1,1,"REF:  die buren  dagegen bemühten sich *****  die nichteuropäische bevölkerung aus   den   direkten kriegshandlungen herauszuhalten
HYP:  die bauern dagegen haben    sich bemüht die nichteuropäische bevölkerung außer ***** direkten krieghandlungen  herauszuhalten
TYPE: C   S      C       S        C    I      C   C                C           S     D     C        S                C"
SG,46.15384615384615,22.07792207792208,15.8636093934526,"Die Transplantation umfasste die Haut von Nase, Mund, Kinn und Teile der Wangen.","Transplantation umfasst die Haut der Nase, Maul, König und Teile der Backen.",5,1,0,"REF:  die   transplantation umfasste die haut von nase mund kinn  und teile der wangen
HYP:  ***** transplantation umfasst  die haut der nase maul könig und teile der backen
TYPE: D     C               S        C   C    S   C    S    S     C   C     C   S"
