dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
SG,85.71428571428571,28.000000000000004,6.567274736060395,Durch das kleine Dorf führt kein Durchgangsverkehr.,Doch das Gleini Dorf für keinen Durchgang steht.,5,0,1,"REF:  durch das kleine dorf ***** führt  kein      durchgangsverkehr
HYP:  doch  das gleini dorf für   keinen durchgang steht
TYPE: S     C   S      C    I     S      S         S"
ZG,85.71428571428571,34.48275862068966,4.112982349983277,"Heute nun appellieren wir an die Regierungen Äthiopiens und Eritreas, unverzüglich ihre Feindseligkeiten einzustellen.",Hütte appellieren mehr an tragische Äthiopier und Eritreer unverzüglich über die Feindseligkeiten etwas zu sagen,7,2,3,"REF:  heute nun   appellieren wir  an die       regierungen äthiopiens und eritreas unverzüglich ***** ihre feindseligkeiten ***** ***** einzustellen
HYP:  hütte ***** appellieren mehr an tragische äthiopier   *****      und eritreer unverzüglich über  die  feindseligkeiten etwas zu    sagen
TYPE: S     D     C           S    C  S         S           D          C   S        C            I     S    C                I     I     S"
BE,85.71428571428571,37.254901960784316,8.170609724417774,Qing Kaiser Qianlong wieder rehabilitiert zu werden.,Kein Kaiser kennt lange wieder Rehabilitationswerte.,3,2,1,"REF:  qing kaiser ***** qianlong wieder rehabilitiert        zu    werden
HYP:  kein kaiser kennt lange    wieder rehabilitationswerte ***** *****
TYPE: S    C      I     S        C      S                    D     D"
ZH,85.71428571428571,45.78313253012048,3.755001157177446,In dieser Haut rücken die laufend neu gebildeten Zähne jeweils um eine Position vor.,Die laufende neu gebildete Zäh je will zu meiner Position führen,7,4,1,"REF:  in    dieser haut  rücken die laufend  neu *****     gebildeten zähne jeweils um eine   position vor
HYP:  ***** *****  ***** *****  die laufende neu gebildete zäh        je    will    zu meiner position führen
TYPE: D     D      D     D      C   S        C   I         S          S     S       S  S      C        S"
BE,84.61538461538461,42.22222222222222,6.837203339116283,"Ich habe den Eindruck, dass viele der europäischen Agenturen ein gewisses Eigenleben führen.","Ja, es riecht doch, dass viele europäische Agenturen es wissen, sie wollen feiern.",11,0,0,"REF:  ich habe den    eindruck dass viele der         europäischen agenturen ein    gewisses eigenleben führen
HYP:  ja  es   riecht doch     dass viele europäische agenturen    es        wissen sie      wollen     feiern
TYPE: S   S    S      S        C    C     S           S            S         S      S        S          S"
BL,84.61538461538461,48.148148148148145,3.7159390072518104,Angeblich liegen der Nerv fürs Sehen und der für den Niesreiz dicht nebeneinander.,Aga liegt nahe für See und für Turniere reist direkt nacheinander.,9,2,0,"REF:  angeblich liegen der  nerv fürs sehen und der   für den      niesreiz dicht  nebeneinander
HYP:  aga       liegt  nahe für  see  ***** und ***** für turniere reist    direkt nacheinander
TYPE: S         S      S    S    S    D     C   D     C   S        S        S      S"
AG,84.61538461538461,38.2716049382716,7.431878014503621,"Man nahm an, die Beseitigung des Taliban-Regimes würde das Elend der Frauen lindern.",Mit einer Notbesitzung vom Taliban-Regime wird's Elend für die Frauen lindern.,9,2,0,"REF:  man nahm  an           die beseitigung   des   talibanregimes würde das elend der   frauen lindern
HYP:  mit einer notbesitzung vom talibanregime wirds elend          für   die ***** ***** frauen lindern
TYPE: S   S     S            S   S             S     S              S     S   D     D     C      C"
AG,83.33333333333334,43.83561643835616,12.35622127262679,Diese Supernova vom Typ Ia war eine der am besten beobachteten Supernovae.,Supernova vom Typ I. A. ist eine von den bestbeobachteten Supernovas aller Zeiten.,7,1,2,"REF:  diese supernova vom typ ***** ia war eine ***** der am               besten     beobachteten supernovae
HYP:  ***** supernova vom typ i     a  ist eine von   den bestbeobachteten supernovas aller        zeiten
TYPE: D     C         C   C   I     S  S   C    I     S   S                S          S            S"
AG,83.33333333333334,36.53846153846153,7.809849842300637,Trockeneis wird überwiegend als Kühlmittel verwendet.,Drogenus wird vor allem als Heilmittel verwandt,4,0,1,"REF:  trockeneis wird ***** überwiegend als kühlmittel verwendet
HYP:  drogenus   wird vor   allem       als heilmittel verwandt
TYPE: S          C    I     S           C   S          S"
BL,83.33333333333334,45.94594594594595,10.400597689005304,Die Bemühungen in dieser Sache laufen.,Bemühungen der Sache sind umlaufen.,4,1,0,"REF:  die   bemühungen in  dieser sache laufen
HYP:  ***** bemühungen der sache  sind  umlaufen
TYPE: D     C          S   S      S     S"
