dialect,wer,cer,bleu,reference,hypothesis,substitutions,deletions,insertions,alignment_viz
ZH,50.0,41.66666666666667,37.59663529467017,Dave erschießt Baby Face und erhält von der Polizei eine große Belohnung.,Dave hat das Babyface verschossen und erhielt daher von der Polizei eine große Belohnung.,4,0,2,"REF:  dave ***** erschießt baby     face        und *****   erhält von der polizei eine große belohnung
HYP:  dave hat   das       babyface verschossen und erhielt daher  von der polizei eine große belohnung
TYPE: C    I     S         S        S           C   I       S      C   C   C       C    C     C"
AG,50.0,15.873015873015872,34.57207846419409,Dieser Interessengegensatz führte oft zur Erklärung einer Fehde.,Der Interessensgegensatz sieherte oft zur Erklärung einer Feder.,4,0,0,"REF:  dieser interessengegensatz  führte   oft zur erklärung einer fehde
HYP:  der    interessensgegensatz sieherte oft zur erklärung einer feder
TYPE: S      S                    S        C   C   C         C     S"
SG,50.0,30.909090909090907,24.446151121745064,"Es ist eindeutig, dass die Erweiterung Kosten verursacht.","Eindeutig ist, dass diese Erweiterung Kosten verursacht hat.",2,1,1,"REF:  es        ist eindeutig dass die   erweiterung kosten verursacht *****
HYP:  eindeutig ist *****     dass diese erweiterung kosten verursacht hat
TYPE: S         C   D         C    S     C           C      C          I"
BE,50.0,36.36363636363637,53.97106933365019,Daran wird sich auch mit der Annahme einiger Änderungsanträge nichts Wesentliches ändern.,Auch mit der Annahme einiger Änderungsanträge wird sich nichts Wesentliches daran ändern.,0,3,3,"REF:  daran wird  sich  auch mit der annahme einiger änderungsanträge ***** ***** nichts wesentliches ***** ändern
HYP:  ***** ***** ***** auch mit der annahme einiger änderungsanträge wird  sich  nichts wesentliches daran ändern
TYPE: D     D     D     C    C   C   C       C       C                I     I     C      C            I     C"
AG,50.0,14.0625,29.071536848410968,Man sollte ein paar Deutschlehrer zum Korrekturlesen rekrutieren.,"Man sollte ein paar Deutsche lernen, um Korrekturlesen zu rekrutieren.",2,0,2,"REF:  man sollte ein paar *****    deutschlehrer zum korrekturlesen ***** rekrutieren
HYP:  man sollte ein paar deutsche lernen        um  korrekturlesen zu    rekrutieren
TYPE: C   C      C   C    I        S             S   C              I     C"
AG,50.0,16.27906976744186,15.619699684601283,Britta Huttenlocher wuchs in Winterthur auf.,Die Britta Houtenlocher wuchs im Winterthur auf.,2,0,1,"REF:  ***** britta huttenlocher wuchs in winterthur auf
HYP:  die   britta houtenlocher wuchs im winterthur auf
TYPE: I     C      S            C     S  C          C"
BE,50.0,23.232323232323232,27.968424579665367,Die vier möglichen Betriebsspannungen brachten dieser Baureihe schnell den Beinamen „Europa-Lok“ ein.,Die vier möglichen Betriebsplanungen haben in einer Baureihe schnell den Beinamen Europa-Lok eingebracht.,5,0,1,"REF:  die vier möglichen *****             betriebsspannungen brachten dieser baureihe schnell den beinamen „europalok“ ein
HYP:  die vier möglichen betriebsplanungen haben              in       einer  baureihe schnell den beinamen europalok   eingebracht
TYPE: C   C    C         I                 S                  S        S      C        C       C   C        S           S"
BE,50.0,13.846153846153847,15.619699684601276,"Herr Kommissar Liikanen, wir erwarten ein überzeugendes Eingreifen.","Herr Kommissar Likanen, wir erwarten Sie überzeugendste Eingriffe.",4,0,0,"REF:  herr kommissar liikanen wir erwarten ein überzeugendes  eingreifen
HYP:  herr kommissar likanen  wir erwarten sie überzeugendste eingriffe
TYPE: C    C         S        C   C        S   S              S"
ZH,50.0,10.526315789473683,39.93879176377876,Die Samtgemeinde Sögel umfasst den größten Teil der Geestlandschaft Hümmling.,Das Amtgemeindezöger umfasst den größten Teil der Geistlandschaft Hümmeling.,4,1,0,"REF:  die samtgemeinde     sögel umfasst den größten teil der geestlandschaft hümmling
HYP:  das amtgemeindezöger ***** umfasst den größten teil der geistlandschaft hümmeling
TYPE: S   S                D     C       C   C       C    C   S               S"
BL,50.0,28.57142857142857,26.269098944241588,Eine zweite Sprengung verlief nicht erfolgreicher.,Eine zweite Sprengung ist nicht erfolgreich verlaufen.,2,0,1,"REF:  eine zweite sprengung verlief nicht *****       erfolgreicher
HYP:  eine zweite sprengung ist     nicht erfolgreich verlaufen
TYPE: C    C      C         S       C     I           S"
ZH,50.0,33.33333333333333,31.947155212313625,Der Mord blieb unaufgeklärt.,Der Mord bleibt unaufklärlich.,2,0,0,"REF:  der mord blieb  unaufgeklärt
HYP:  der mord bleibt unaufklärlich
TYPE: C   C    S      S"
AG,50.0,26.76056338028169,34.48444257953326,"Der genaue Grund, warum sie dort gesetzt wurden, kann nur vermutet werden.","Den genauen Grund, weshalb sie dort gesetzt wurden, kann man nur vermuten.",4,1,1,"REF:  der genaue  grund warum   sie dort gesetzt wurden kann ***** nur vermutet werden
HYP:  den genauen grund weshalb sie dort gesetzt wurden kann man   nur vermuten *****
TYPE: S   S       C     S       C   C    C       C      C    I     C   S        D"
TG,50.0,16.666666666666664,13.134549472120788,In Containern können auch keine Treiber geladen werden.,In Container kann auch kein Betrieber geladen werden.,4,0,0,"REF:  in containern können auch keine treiber   geladen werden
HYP:  in container  kann   auch kein  betrieber geladen werden
TYPE: C  S          S      C    S     S         C       C"
LU,50.0,6.666666666666667,49.99999999999999,Epping erworben.,Apping erworben.,1,0,0,"REF:  epping erworben
HYP:  apping erworben
TYPE: S      C"
SG,50.0,19.626168224299064,19.104081613647544,"Währenddessen pachtet Elke Berger zusätzlich das Luxushotel „Park’s“, um ihr Personal beschäftigen zu können.","Währenddessen bachte Elke Berger zusätzlich die Luxushotel Parks, damit sie ihr Personal beschäftigen konnte.",5,1,1,"REF:  währenddessen pachtet elke berger zusätzlich das luxushotel ***** „park’s“ um  ihr personal beschäftigen zu     können
HYP:  währenddessen bachte  elke berger zusätzlich die luxushotel parks damit    sie ihr personal beschäftigen konnte *****
TYPE: C             S       C    C      C          S   C          I     S        S   C   C        C            S      D"
BE,50.0,18.9873417721519,38.50322886878713,"Weiters fand es im Häuserbau Verwendung, wo es auch heute noch zum Einsatz kommt.","Im Weiteren fand sie in dem Häuserbau Verwendung, was auch heute noch zum Einsatz kommt.",4,1,2,"REF:  ***** weiters  fand ***** es im  häuserbau verwendung wo  es    auch heute noch zum einsatz kommt
HYP:  im    weiteren fand sie   in dem häuserbau verwendung was ***** auch heute noch zum einsatz kommt
TYPE: I     S        C    I     S  S   C         C          S   D     C    C     C    C   C       C"
